"Date & Time (Winter)","Attribute Name","Zefat Har Kenaan"
"24/12/2024 21:10","Rainfall (mm)","0"
"24/12/2024 21:20","Rainfall (mm)","0"
"24/12/2024 21:30","Rainfall (mm)","0"
"24/12/2024 21:40","Rainfall (mm)","0"
"24/12/2024 21:50","Rainfall (mm)","0"
"24/12/2024 22:00","Rainfall (mm)","0"
"24/12/2024 22:10","Rainfall (mm)","0"
"24/12/2024 22:20","Rainfall (mm)","0"
"24/12/2024 22:30","Rainfall (mm)","0"
"24/12/2024 22:40","Rainfall (mm)","0"
"24/12/2024 22:50","Rainfall (mm)","0"
"24/12/2024 23:00","Rainfall (mm)","0"
"24/12/2024 23:10","Rainfall (mm)","0"
"24/12/2024 23:20","Rainfall (mm)","0"
"24/12/2024 23:30","Rainfall (mm)","0"
"24/12/2024 23:40","Rainfall (mm)","0"
"24/12/2024 23:50","Rainfall (mm)","0"
"25/12/2024 00:00","Rainfall (mm)","0"
"25/12/2024 00:10","Rainfall (mm)","0"
"25/12/2024 00:20","Rainfall (mm)","0"
"25/12/2024 00:30","Rainfall (mm)","0"
"25/12/2024 00:40","Rainfall (mm)","0"
"25/12/2024 00:50","Rainfall (mm)","0"
"25/12/2024 01:00","Rainfall (mm)","0"
"25/12/2024 01:10","Rainfall (mm)","0"
"25/12/2024 01:20","Rainfall (mm)","0"
"25/12/2024 01:30","Rainfall (mm)","0"
"25/12/2024 01:40","Rainfall (mm)","0"
"25/12/2024 01:50","Rainfall (mm)","0"
"25/12/2024 02:00","Rainfall (mm)","0"
"25/12/2024 02:10","Rainfall (mm)","0"
"25/12/2024 02:20","Rainfall (mm)","0"
"25/12/2024 02:30","Rainfall (mm)","0"
"25/12/2024 02:40","Rainfall (mm)","0"
"25/12/2024 02:50","Rainfall (mm)","0"
"25/12/2024 03:00","Rainfall (mm)","0"
"25/12/2024 03:10","Rainfall (mm)","0"
"25/12/2024 03:20","Rainfall (mm)","0"
"25/12/2024 03:30","Rainfall (mm)","0"
"25/12/2024 03:40","Rainfall (mm)","0"
"25/12/2024 03:50","Rainfall (mm)","0"
"25/12/2024 04:00","Rainfall (mm)","0"
"25/12/2024 04:10","Rainfall (mm)","0"
"25/12/2024 04:20","Rainfall (mm)","0"
"25/12/2024 04:30","Rainfall (mm)","0"
"25/12/2024 04:40","Rainfall (mm)","0"
"25/12/2024 04:50","Rainfall (mm)","0"
"25/12/2024 05:00","Rainfall (mm)","0"
"25/12/2024 05:10","Rainfall (mm)","0"
"25/12/2024 05:20","Rainfall (mm)","0"
"25/12/2024 05:30","Rainfall (mm)","0"
"25/12/2024 05:40","Rainfall (mm)","0"
"25/12/2024 05:50","Rainfall (mm)","0"
"25/12/2024 06:00","Rainfall (mm)","0"
"25/12/2024 06:10","Rainfall (mm)","0"
"25/12/2024 06:20","Rainfall (mm)","0"
"25/12/2024 06:30","Rainfall (mm)","0"
"25/12/2024 06:40","Rainfall (mm)","0"
"25/12/2024 06:50","Rainfall (mm)","0"
"25/12/2024 07:00","Rainfall (mm)","0"
"25/12/2024 07:10","Rainfall (mm)","0"
"25/12/2024 07:20","Rainfall (mm)","0"
"25/12/2024 07:30","Rainfall (mm)","0"
"25/12/2024 07:40","Rainfall (mm)","0"
"25/12/2024 07:50","Rainfall (mm)","0"
"25/12/2024 08:00","Rainfall (mm)","0"
"25/12/2024 08:10","Rainfall (mm)","0"
"25/12/2024 08:20","Rainfall (mm)","0"
"25/12/2024 08:30","Rainfall (mm)","0"
"25/12/2024 08:40","Rainfall (mm)","0"
"25/12/2024 08:50","Rainfall (mm)","0"
"25/12/2024 09:00","Rainfall (mm)","0"
"25/12/2024 09:10","Rainfall (mm)","0"
"25/12/2024 09:20","Rainfall (mm)","0"
"25/12/2024 09:30","Rainfall (mm)","0"
"25/12/2024 09:40","Rainfall (mm)","0"
"25/12/2024 09:50","Rainfall (mm)","0"
"25/12/2024 10:00","Rainfall (mm)","0"
"25/12/2024 10:10","Rainfall (mm)","0"
"25/12/2024 10:20","Rainfall (mm)","0"
"25/12/2024 10:30","Rainfall (mm)","0"
"25/12/2024 10:40","Rainfall (mm)","0"
"25/12/2024 10:50","Rainfall (mm)","0"
"25/12/2024 11:00","Rainfall (mm)","0"
"25/12/2024 11:10","Rainfall (mm)","0"
"25/12/2024 11:20","Rainfall (mm)","0"
"25/12/2024 11:30","Rainfall (mm)","0"
"25/12/2024 11:40","Rainfall (mm)","0"
"25/12/2024 11:50","Rainfall (mm)","0"
"25/12/2024 12:00","Rainfall (mm)","0"
"25/12/2024 12:10","Rainfall (mm)","0"
"25/12/2024 12:20","Rainfall (mm)","0"
"25/12/2024 12:30","Rainfall (mm)","0"
"25/12/2024 12:40","Rainfall (mm)","0"
"25/12/2024 12:50","Rainfall (mm)","0"
"25/12/2024 13:00","Rainfall (mm)","0"
"25/12/2024 13:10","Rainfall (mm)","0"
"25/12/2024 13:20","Rainfall (mm)","0"
"25/12/2024 13:30","Rainfall (mm)","0"
"25/12/2024 13:40","Rainfall (mm)","0"
"25/12/2024 13:50","Rainfall (mm)","0"
"25/12/2024 14:00","Rainfall (mm)","0"
"25/12/2024 14:10","Rainfall (mm)","0"
"25/12/2024 14:20","Rainfall (mm)","0"
"25/12/2024 14:30","Rainfall (mm)","0"
"25/12/2024 14:40","Rainfall (mm)","0"
"25/12/2024 14:50","Rainfall (mm)","0"
"25/12/2024 15:00","Rainfall (mm)","0"
"25/12/2024 15:10","Rainfall (mm)","0"
"25/12/2024 15:20","Rainfall (mm)","0"
"25/12/2024 15:30","Rainfall (mm)","0"
"25/12/2024 15:40","Rainfall (mm)","0"
"25/12/2024 15:50","Rainfall (mm)","0"
"25/12/2024 16:00","Rainfall (mm)","0"
"25/12/2024 16:10","Rainfall (mm)","0"
"25/12/2024 16:20","Rainfall (mm)","0"
"25/12/2024 16:30","Rainfall (mm)","0"
"25/12/2024 16:40","Rainfall (mm)","0"
"25/12/2024 16:50","Rainfall (mm)","0"
"25/12/2024 17:00","Rainfall (mm)","0"
"25/12/2024 17:10","Rainfall (mm)","0"
"25/12/2024 17:20","Rainfall (mm)","0"
"25/12/2024 17:30","Rainfall (mm)","0"
"25/12/2024 17:40","Rainfall (mm)","0"
"25/12/2024 17:50","Rainfall (mm)","0"
"25/12/2024 18:00","Rainfall (mm)","0"
"25/12/2024 18:10","Rainfall (mm)","0"
"25/12/2024 18:20","Rainfall (mm)","0"
"25/12/2024 18:30","Rainfall (mm)","0"
"25/12/2024 18:40","Rainfall (mm)","0"
"25/12/2024 18:50","Rainfall (mm)","0"
"25/12/2024 19:00","Rainfall (mm)","0"
"25/12/2024 19:10","Rainfall (mm)","0"
"25/12/2024 19:20","Rainfall (mm)","0"
"25/12/2024 19:30","Rainfall (mm)","0"
"25/12/2024 19:40","Rainfall (mm)","0"
"25/12/2024 19:50","Rainfall (mm)","0"
"25/12/2024 20:00","Rainfall (mm)","0"
"25/12/2024 20:10","Rainfall (mm)","0"
"25/12/2024 20:20","Rainfall (mm)","0"
"25/12/2024 20:30","Rainfall (mm)","0"
"25/12/2024 20:40","Rainfall (mm)","0"
"25/12/2024 20:50","Rainfall (mm)","0"
"25/12/2024 21:00","Rainfall (mm)","0"
"25/12/2024 21:10","Rainfall (mm)","0"
"25/12/2024 21:20","Rainfall (mm)","0"
"25/12/2024 21:30","Rainfall (mm)","0"
"25/12/2024 21:40","Rainfall (mm)","0"
"25/12/2024 21:50","Rainfall (mm)","0"
"25/12/2024 22:00","Rainfall (mm)","0"
"25/12/2024 22:10","Rainfall (mm)","0"
"25/12/2024 22:20","Rainfall (mm)","0"
"25/12/2024 22:30","Rainfall (mm)","0"
"25/12/2024 22:40","Rainfall (mm)","0"
"25/12/2024 22:50","Rainfall (mm)","0"
"25/12/2024 23:00","Rainfall (mm)","0"
"25/12/2024 23:10","Rainfall (mm)","0"
"25/12/2024 23:20","Rainfall (mm)","0"
"25/12/2024 23:30","Rainfall (mm)","0"
"25/12/2024 23:40","Rainfall (mm)","0"
"25/12/2024 23:50","Rainfall (mm)","0"
"26/12/2024 00:00","Rainfall (mm)","0"
"26/12/2024 00:10","Rainfall (mm)","0"
"26/12/2024 00:20","Rainfall (mm)","0"
"26/12/2024 00:30","Rainfall (mm)","0"
"26/12/2024 00:40","Rainfall (mm)","0"
"26/12/2024 00:50","Rainfall (mm)","0"
"26/12/2024 01:00","Rainfall (mm)","0"
"26/12/2024 01:10","Rainfall (mm)","0"
"26/12/2024 01:20","Rainfall (mm)","0"
"26/12/2024 01:30","Rainfall (mm)","0"
"26/12/2024 01:40","Rainfall (mm)","0"
"26/12/2024 01:50","Rainfall (mm)","0"
"26/12/2024 02:00","Rainfall (mm)","0"
"26/12/2024 02:10","Rainfall (mm)","0"
"26/12/2024 02:20","Rainfall (mm)","0"
"26/12/2024 02:30","Rainfall (mm)","0"
"26/12/2024 02:40","Rainfall (mm)","0"
"26/12/2024 02:50","Rainfall (mm)","0"
"26/12/2024 03:00","Rainfall (mm)","0"
"26/12/2024 03:10","Rainfall (mm)","0"
"26/12/2024 03:20","Rainfall (mm)","0"
"26/12/2024 03:30","Rainfall (mm)","0"
"26/12/2024 03:40","Rainfall (mm)","0"
"26/12/2024 03:50","Rainfall (mm)","0"
"26/12/2024 04:00","Rainfall (mm)","0"
"26/12/2024 04:10","Rainfall (mm)","0"
"26/12/2024 04:20","Rainfall (mm)","0"
"26/12/2024 04:30","Rainfall (mm)","0"
"26/12/2024 04:40","Rainfall (mm)","0"
"26/12/2024 04:50","Rainfall (mm)","0"
"26/12/2024 05:00","Rainfall (mm)","0"
"26/12/2024 05:10","Rainfall (mm)","0"
"26/12/2024 05:20","Rainfall (mm)","0"
"26/12/2024 05:30","Rainfall (mm)","0"
"26/12/2024 05:40","Rainfall (mm)","0"
"26/12/2024 05:50","Rainfall (mm)","0"
"26/12/2024 06:00","Rainfall (mm)","0"
"26/12/2024 06:10","Rainfall (mm)","0"
"26/12/2024 06:20","Rainfall (mm)","0"
"26/12/2024 06:30","Rainfall (mm)","0"
"26/12/2024 06:40","Rainfall (mm)","0"
"26/12/2024 06:50","Rainfall (mm)","0"
"26/12/2024 07:00","Rainfall (mm)","0"
"26/12/2024 07:10","Rainfall (mm)","0"
"26/12/2024 07:20","Rainfall (mm)","0"
"26/12/2024 07:30","Rainfall (mm)","0"
"26/12/2024 07:40","Rainfall (mm)","0"
"26/12/2024 07:50","Rainfall (mm)","0"
"26/12/2024 08:00","Rainfall (mm)","0"
"26/12/2024 08:10","Rainfall (mm)","0"
"26/12/2024 08:20","Rainfall (mm)","0"
"26/12/2024 08:30","Rainfall (mm)","0"
"26/12/2024 08:50","Rainfall (mm)","0"
"26/12/2024 09:00","Rainfall (mm)","0"
"26/12/2024 09:10","Rainfall (mm)","0"
"26/12/2024 09:20","Rainfall (mm)","0"
"26/12/2024 09:30","Rainfall (mm)","0"
"26/12/2024 09:40","Rainfall (mm)","0"
"26/12/2024 09:50","Rainfall (mm)","0"
"26/12/2024 10:00","Rainfall (mm)","0"
"26/12/2024 10:10","Rainfall (mm)","0"
"26/12/2024 10:20","Rainfall (mm)","0"
"26/12/2024 10:30","Rainfall (mm)","0"
"26/12/2024 10:40","Rainfall (mm)","0"
"26/12/2024 10:50","Rainfall (mm)","0"
"26/12/2024 11:00","Rainfall (mm)","0"
"26/12/2024 11:10","Rainfall (mm)","0"
"26/12/2024 11:20","Rainfall (mm)","0"
"26/12/2024 11:30","Rainfall (mm)","0"
"26/12/2024 11:40","Rainfall (mm)","0"
"26/12/2024 11:50","Rainfall (mm)","0"
"26/12/2024 12:00","Rainfall (mm)","0"
"26/12/2024 12:10","Rainfall (mm)","0"
"26/12/2024 12:20","Rainfall (mm)","0"
"26/12/2024 12:30","Rainfall (mm)","0"
"26/12/2024 12:40","Rainfall (mm)","0"
"26/12/2024 12:50","Rainfall (mm)","0"
"26/12/2024 13:00","Rainfall (mm)","0"
"26/12/2024 13:10","Rainfall (mm)","0"
"26/12/2024 13:20","Rainfall (mm)","0"
"26/12/2024 13:30","Rainfall (mm)","0"
"26/12/2024 13:40","Rainfall (mm)","0"
"26/12/2024 13:50","Rainfall (mm)","0"
"26/12/2024 14:00","Rainfall (mm)","0"
"26/12/2024 14:10","Rainfall (mm)","0"
"26/12/2024 14:20","Rainfall (mm)","0"
"26/12/2024 14:30","Rainfall (mm)","0"
"26/12/2024 14:40","Rainfall (mm)","0"
"26/12/2024 14:50","Rainfall (mm)","0"
"26/12/2024 15:00","Rainfall (mm)","0"
"26/12/2024 15:10","Rainfall (mm)","0"
"26/12/2024 15:20","Rainfall (mm)","0"
"26/12/2024 15:30","Rainfall (mm)","0"
"26/12/2024 15:40","Rainfall (mm)","0"
"26/12/2024 15:50","Rainfall (mm)","0"
"26/12/2024 16:00","Rainfall (mm)","0"
"26/12/2024 16:10","Rainfall (mm)","0"
"26/12/2024 16:20","Rainfall (mm)","0"
"26/12/2024 16:30","Rainfall (mm)","0"
"26/12/2024 16:40","Rainfall (mm)","0"
"26/12/2024 16:50","Rainfall (mm)","0"
"26/12/2024 17:00","Rainfall (mm)","0"
"26/12/2024 17:10","Rainfall (mm)","0"
"26/12/2024 17:20","Rainfall (mm)","0"
"26/12/2024 17:30","Rainfall (mm)","0"
"26/12/2024 17:40","Rainfall (mm)","0"
"26/12/2024 17:50","Rainfall (mm)","0"
"26/12/2024 18:00","Rainfall (mm)","0"
"26/12/2024 18:10","Rainfall (mm)","0"
"26/12/2024 18:20","Rainfall (mm)","0"
"26/12/2024 18:30","Rainfall (mm)","0"
"26/12/2024 18:40","Rainfall (mm)","0"
"26/12/2024 18:50","Rainfall (mm)","0"
"26/12/2024 19:00","Rainfall (mm)","0"
"26/12/2024 19:10","Rainfall (mm)","0"
"26/12/2024 19:20","Rainfall (mm)","0"
"26/12/2024 19:30","Rainfall (mm)","0"
"26/12/2024 19:40","Rainfall (mm)","0"
"26/12/2024 19:50","Rainfall (mm)","0"
"26/12/2024 20:00","Rainfall (mm)","0"
"26/12/2024 20:10","Rainfall (mm)","0"
"26/12/2024 20:20","Rainfall (mm)","0"
"26/12/2024 20:30","Rainfall (mm)","0"
"26/12/2024 20:40","Rainfall (mm)","0"
"26/12/2024 20:50","Rainfall (mm)","0"
"26/12/2024 21:00","Rainfall (mm)","0"
"26/12/2024 21:10","Rainfall (mm)","0"
"26/12/2024 21:20","Rainfall (mm)","0"
"26/12/2024 21:30","Rainfall (mm)","0"
"26/12/2024 21:40","Rainfall (mm)","0"
"26/12/2024 21:50","Rainfall (mm)","0"
"26/12/2024 22:00","Rainfall (mm)","0"
"26/12/2024 22:10","Rainfall (mm)","0"
"26/12/2024 22:20","Rainfall (mm)","0"
"26/12/2024 22:30","Rainfall (mm)","0"
"26/12/2024 22:40","Rainfall (mm)","0"
"26/12/2024 22:50","Rainfall (mm)","0"
"26/12/2024 23:00","Rainfall (mm)","0"
"26/12/2024 23:10","Rainfall (mm)","0"
"26/12/2024 23:20","Rainfall (mm)","0"
"26/12/2024 23:30","Rainfall (mm)","0"
"26/12/2024 23:40","Rainfall (mm)","0"
"26/12/2024 23:50","Rainfall (mm)","0"
"27/12/2024 00:00","Rainfall (mm)","0"
"27/12/2024 00:10","Rainfall (mm)","0"
"27/12/2024 00:20","Rainfall (mm)","0"
"27/12/2024 00:30","Rainfall (mm)","0"
"27/12/2024 00:40","Rainfall (mm)","0"
"27/12/2024 00:50","Rainfall (mm)","0"
"27/12/2024 01:00","Rainfall (mm)","0"
"27/12/2024 01:10","Rainfall (mm)","0"
"27/12/2024 01:20","Rainfall (mm)","0"
"27/12/2024 01:30","Rainfall (mm)","0"
"27/12/2024 01:40","Rainfall (mm)","0"
"27/12/2024 01:50","Rainfall (mm)","0"
"27/12/2024 02:00","Rainfall (mm)","0"
"27/12/2024 02:10","Rainfall (mm)","0"
"27/12/2024 02:20","Rainfall (mm)","0"
"27/12/2024 02:30","Rainfall (mm)","0"
"27/12/2024 02:40","Rainfall (mm)","0"
"27/12/2024 02:50","Rainfall (mm)","0"
"27/12/2024 03:00","Rainfall (mm)","0"
"27/12/2024 03:10","Rainfall (mm)","0"
"27/12/2024 03:20","Rainfall (mm)","0"
"27/12/2024 03:30","Rainfall (mm)","0"
"27/12/2024 03:40","Rainfall (mm)","0"
"27/12/2024 03:50","Rainfall (mm)","0"
"27/12/2024 04:00","Rainfall (mm)","0"
"27/12/2024 04:10","Rainfall (mm)","0"
"27/12/2024 04:20","Rainfall (mm)","0"
"27/12/2024 04:30","Rainfall (mm)","0"
"27/12/2024 04:40","Rainfall (mm)","0"
"27/12/2024 04:50","Rainfall (mm)","0"
"27/12/2024 05:00","Rainfall (mm)","0"
"27/12/2024 05:10","Rainfall (mm)","0"
"27/12/2024 05:20","Rainfall (mm)","0"
"27/12/2024 05:30","Rainfall (mm)","0"
"27/12/2024 05:40","Rainfall (mm)","0"
"27/12/2024 05:50","Rainfall (mm)","0"
"27/12/2024 06:00","Rainfall (mm)","0"
"27/12/2024 06:10","Rainfall (mm)","0"
"27/12/2024 06:20","Rainfall (mm)","0"
"27/12/2024 06:30","Rainfall (mm)","0"
"27/12/2024 06:40","Rainfall (mm)","0"
"27/12/2024 06:50","Rainfall (mm)","0"
"27/12/2024 07:00","Rainfall (mm)","0"
"27/12/2024 07:10","Rainfall (mm)","0"
"27/12/2024 07:20","Rainfall (mm)","0"
"27/12/2024 07:30","Rainfall (mm)","0"
"27/12/2024 07:40","Rainfall (mm)","0"
"27/12/2024 07:50","Rainfall (mm)","0"
"27/12/2024 08:00","Rainfall (mm)","0"
"27/12/2024 08:10","Rainfall (mm)","0"
"27/12/2024 08:20","Rainfall (mm)","0"
"27/12/2024 08:30","Rainfall (mm)","0"
"27/12/2024 08:40","Rainfall (mm)","0"
"27/12/2024 08:50","Rainfall (mm)","0"
"27/12/2024 09:00","Rainfall (mm)","0"
"27/12/2024 09:10","Rainfall (mm)","0"
"27/12/2024 09:20","Rainfall (mm)","0"
"27/12/2024 09:30","Rainfall (mm)","0"
"27/12/2024 09:40","Rainfall (mm)","0"
"27/12/2024 09:50","Rainfall (mm)","0"
"27/12/2024 10:00","Rainfall (mm)","0"
"27/12/2024 10:10","Rainfall (mm)","0"
"27/12/2024 10:50","Rainfall (mm)","0"
"27/12/2024 11:00","Rainfall (mm)","0"
"27/12/2024 11:10","Rainfall (mm)","0"
"27/12/2024 11:20","Rainfall (mm)","0"
"27/12/2024 11:30","Rainfall (mm)","0"
"27/12/2024 11:40","Rainfall (mm)","0"
"27/12/2024 13:40","Rainfall (mm)","0"
"27/12/2024 13:50","Rainfall (mm)","0"
"27/12/2024 14:30","Rainfall (mm)","0"
"27/12/2024 14:50","Rainfall (mm)","0"
"27/12/2024 15:00","Rainfall (mm)","0"
"27/12/2024 15:10","Rainfall (mm)","0"
"27/12/2024 15:20","Rainfall (mm)","0"
"27/12/2024 15:30","Rainfall (mm)","0"
"27/12/2024 15:40","Rainfall (mm)","0"
"27/12/2024 15:50","Rainfall (mm)","0"
"27/12/2024 16:00","Rainfall (mm)","0"
"27/12/2024 16:10","Rainfall (mm)","0"
"27/12/2024 16:20","Rainfall (mm)","0"
"27/12/2024 16:30","Rainfall (mm)","0"
"27/12/2024 16:40","Rainfall (mm)","0"
"27/12/2024 16:50","Rainfall (mm)","0"
"27/12/2024 17:00","Rainfall (mm)","0"
"27/12/2024 17:10","Rainfall (mm)","0"
"27/12/2024 17:20","Rainfall (mm)","0"
"27/12/2024 17:30","Rainfall (mm)","0"
"27/12/2024 17:40","Rainfall (mm)","0"
"27/12/2024 17:50","Rainfall (mm)","0"
"27/12/2024 18:10","Rainfall (mm)","0"
"27/12/2024 18:50","Rainfall (mm)","0"
"27/12/2024 19:00","Rainfall (mm)","0"
"27/12/2024 19:10","Rainfall (mm)","0"
"27/12/2024 19:20","Rainfall (mm)","0"
"27/12/2024 19:30","Rainfall (mm)","0"
"27/12/2024 19:40","Rainfall (mm)","0"
"27/12/2024 19:50","Rainfall (mm)","0"
"27/12/2024 20:00","Rainfall (mm)","0"
"27/12/2024 21:50","Rainfall (mm)","0"
"28/12/2024 01:10","Rainfall (mm)","0"
"28/12/2024 01:50","Rainfall (mm)","0"
"28/12/2024 02:00","Rainfall (mm)","0"
"28/12/2024 02:20","Rainfall (mm)","0"
"28/12/2024 03:00","Rainfall (mm)","0"
"28/12/2024 03:10","Rainfall (mm)","0"
"28/12/2024 06:00","Rainfall (mm)","0"
"28/12/2024 06:20","Rainfall (mm)","0"
"28/12/2024 07:40","Rainfall (mm)","0"
"28/12/2024 08:30","Rainfall (mm)","0"
"28/12/2024 10:10","Rainfall (mm)","0"
"28/12/2024 10:20","Rainfall (mm)","0"
"28/12/2024 10:30","Rainfall (mm)","0"
"28/12/2024 10:40","Rainfall (mm)","0"
"28/12/2024 11:00","Rainfall (mm)","0"
"28/12/2024 12:30","Rainfall (mm)","0"
"28/12/2024 12:40","Rainfall (mm)","0"
"28/12/2024 12:50","Rainfall (mm)","0"
"28/12/2024 13:00","Rainfall (mm)","0"
"28/12/2024 13:10","Rainfall (mm)","0"
"28/12/2024 13:20","Rainfall (mm)","0"
"28/12/2024 13:30","Rainfall (mm)","0"
"28/12/2024 13:40","Rainfall (mm)","0"
"28/12/2024 13:50","Rainfall (mm)","0"
"28/12/2024 14:10","Rainfall (mm)","0"
"28/12/2024 16:40","Rainfall (mm)","0"
"28/12/2024 16:50","Rainfall (mm)","0"
"28/12/2024 17:00","Rainfall (mm)","0"
"28/12/2024 17:10","Rainfall (mm)","0"
"28/12/2024 17:20","Rainfall (mm)","0"
"28/12/2024 17:30","Rainfall (mm)","0"
"28/12/2024 17:40","Rainfall (mm)","0"
"28/12/2024 17:50","Rainfall (mm)","0"
"28/12/2024 18:00","Rainfall (mm)","0"
"28/12/2024 18:10","Rainfall (mm)","0"
"28/12/2024 18:20","Rainfall (mm)","0"
"28/12/2024 18:30","Rainfall (mm)","0"
"28/12/2024 18:40","Rainfall (mm)","0"
"28/12/2024 18:50","Rainfall (mm)","0"
"28/12/2024 19:00","Rainfall (mm)","0"
"28/12/2024 19:10","Rainfall (mm)","0"
"28/12/2024 19:20","Rainfall (mm)","0"
"28/12/2024 19:30","Rainfall (mm)","0"
"28/12/2024 19:40","Rainfall (mm)","0"
"28/12/2024 19:50","Rainfall (mm)","0"
"28/12/2024 20:00","Rainfall (mm)","0"
"28/12/2024 20:10","Rainfall (mm)","0"
"28/12/2024 20:20","Rainfall (mm)","0"
"28/12/2024 20:30","Rainfall (mm)","0"
"28/12/2024 20:40","Rainfall (mm)","0"
"28/12/2024 20:50","Rainfall (mm)","0"
"28/12/2024 21:00","Rainfall (mm)","0"
"28/12/2024 21:10","Rainfall (mm)","0"
"28/12/2024 21:20","Rainfall (mm)","0"
"28/12/2024 21:30","Rainfall (mm)","0"
"28/12/2024 21:40","Rainfall (mm)","0"
"28/12/2024 21:50","Rainfall (mm)","0"
"28/12/2024 22:00","Rainfall (mm)","0"
"28/12/2024 22:10","Rainfall (mm)","0"
"28/12/2024 22:20","Rainfall (mm)","0"
"28/12/2024 22:30","Rainfall (mm)","0"
"28/12/2024 22:40","Rainfall (mm)","0"
"28/12/2024 23:00","Rainfall (mm)","0"
"28/12/2024 23:10","Rainfall (mm)","0"
"28/12/2024 23:20","Rainfall (mm)","0"
"28/12/2024 23:30","Rainfall (mm)","0"
"28/12/2024 23:40","Rainfall (mm)","0"
"28/12/2024 23:50","Rainfall (mm)","0"
"29/12/2024 00:00","Rainfall (mm)","0"
"29/12/2024 00:10","Rainfall (mm)","0"
"29/12/2024 00:20","Rainfall (mm)","0"
"29/12/2024 00:30","Rainfall (mm)","0"
"29/12/2024 00:40","Rainfall (mm)","0"
"29/12/2024 00:50","Rainfall (mm)","0"
"29/12/2024 01:00","Rainfall (mm)","0"
"29/12/2024 01:10","Rainfall (mm)","0"
"29/12/2024 01:20","Rainfall (mm)","0"
"29/12/2024 01:30","Rainfall (mm)","0"
"29/12/2024 01:40","Rainfall (mm)","0"
"29/12/2024 01:50","Rainfall (mm)","0"
"29/12/2024 02:00","Rainfall (mm)","0"
"29/12/2024 02:10","Rainfall (mm)","0"
"29/12/2024 02:20","Rainfall (mm)","0"
"29/12/2024 02:30","Rainfall (mm)","0"
"29/12/2024 02:40","Rainfall (mm)","0"
"29/12/2024 02:50","Rainfall (mm)","0"
"29/12/2024 03:00","Rainfall (mm)","0"
"29/12/2024 03:10","Rainfall (mm)","0"
"29/12/2024 03:20","Rainfall (mm)","0"
"29/12/2024 03:40","Rainfall (mm)","0"
"29/12/2024 03:50","Rainfall (mm)","0"
"29/12/2024 04:00","Rainfall (mm)","0"
"29/12/2024 04:10","Rainfall (mm)","0"
"29/12/2024 04:20","Rainfall (mm)","0"
"29/12/2024 04:30","Rainfall (mm)","0"
"29/12/2024 04:40","Rainfall (mm)","0"
"29/12/2024 04:50","Rainfall (mm)","0"
"29/12/2024 05:00","Rainfall (mm)","0"
"29/12/2024 05:10","Rainfall (mm)","0"
"29/12/2024 05:20","Rainfall (mm)","0"
"29/12/2024 05:30","Rainfall (mm)","0"
"29/12/2024 05:40","Rainfall (mm)","0"
"29/12/2024 05:50","Rainfall (mm)","0"
"29/12/2024 07:20","Rainfall (mm)","0"
"29/12/2024 07:30","Rainfall (mm)","0"
"29/12/2024 07:40","Rainfall (mm)","0"
"29/12/2024 07:50","Rainfall (mm)","0"
"29/12/2024 08:10","Rainfall (mm)","0"
"29/12/2024 08:30","Rainfall (mm)","0"
"29/12/2024 08:50","Rainfall (mm)","0"
"29/12/2024 09:00","Rainfall (mm)","0"
"29/12/2024 09:10","Rainfall (mm)","0"
"29/12/2024 09:20","Rainfall (mm)","0"
"29/12/2024 09:30","Rainfall (mm)","0"
"29/12/2024 09:40","Rainfall (mm)","0"
"29/12/2024 09:50","Rainfall (mm)","0"
"29/12/2024 10:00","Rainfall (mm)","0"
"29/12/2024 10:10","Rainfall (mm)","0"
"29/12/2024 10:20","Rainfall (mm)","0"
"29/12/2024 10:30","Rainfall (mm)","0"
"29/12/2024 10:50","Rainfall (mm)","0"
"29/12/2024 11:00","Rainfall (mm)","0"
"29/12/2024 11:20","Rainfall (mm)","0"
"29/12/2024 11:40","Rainfall (mm)","0"
"29/12/2024 11:50","Rainfall (mm)","0"
"29/12/2024 12:00","Rainfall (mm)","0"
"29/12/2024 12:10","Rainfall (mm)","0"
"29/12/2024 12:20","Rainfall (mm)","0"
"29/12/2024 12:30","Rainfall (mm)","0"
"29/12/2024 13:00","Rainfall (mm)","0"
"29/12/2024 13:10","Rainfall (mm)","0"
"29/12/2024 13:20","Rainfall (mm)","0"
"29/12/2024 13:30","Rainfall (mm)","0"
"29/12/2024 13:40","Rainfall (mm)","0"
"29/12/2024 13:50","Rainfall (mm)","0"
"29/12/2024 14:00","Rainfall (mm)","0"
"29/12/2024 14:10","Rainfall (mm)","0"
"29/12/2024 14:20","Rainfall (mm)","0"
"29/12/2024 14:30","Rainfall (mm)","0"
"29/12/2024 14:40","Rainfall (mm)","0"
"29/12/2024 14:50","Rainfall (mm)","0"
"29/12/2024 15:00","Rainfall (mm)","0"
"29/12/2024 15:10","Rainfall (mm)","0"
"29/12/2024 15:20","Rainfall (mm)","0"
"29/12/2024 15:30","Rainfall (mm)","0"
"29/12/2024 15:40","Rainfall (mm)","0"
"29/12/2024 15:50","Rainfall (mm)","0"
"29/12/2024 16:00","Rainfall (mm)","0"
"29/12/2024 18:00","Rainfall (mm)","0"
"29/12/2024 18:10","Rainfall (mm)","0"
"29/12/2024 18:20","Rainfall (mm)","0"
"29/12/2024 18:30","Rainfall (mm)","0"
"29/12/2024 18:40","Rainfall (mm)","0"
"29/12/2024 18:50","Rainfall (mm)","0"
